permno,permco,correlation
13169,53965,0.55565383123345
13303,21245,0.61715503639586
13470,6743,0.0493976475627824
13507,261,0.700428954116131
13610,21329,0.813674337914596
13688,21356,0.556425782558811
13769,7119,0.0875921980484821
13777,5828,0.700163789297007
13856,21384,0.575708965848048
13901,21398,0.637041778521454
13928,21401,0.799243848767783
13936,21402,0.700779150716496
13987,21413,0.187790568084611
14008,216,0.582541074783294
14198,173,0.850975622834401
14219,283,0.260819812555143
14227,275,0.61164344628469
14277,21576,0.853288198920347
14461,4178,0.104733106365021
14526,317,0.772304826217298
14541,20440,0.840820873806268
14593,7,0.667962918098535
14656,21686,0.762768081913942
14702,194,0.765124486196044
14752,21739,0.462812744956326
14761,352,0.142786469370427
14795,21758,0.889414182458379
14816,21763,0.857070467274954
14868,332,0.660685679460982
15069,21795,0.794117117932511
15070,1940,0.743642862946386
15202,21876,0.634910771446364
15203,357,0.419721674706898
15318,362,0.826518935854978
15456,21936,0.708184585645368
15457,397,0.626656971160213
15537,5225,0.156567785140042
15553,116,0.821405855720155
15560,21711,0.571920399648264
15579,21737,0.785756153434417
15580,5,0.0810669318541888
15720,21543,0.675424394148065
15721,403,0.833639358893207
16030,421,0.612355290435753
16126,430,0.811994390631439
16249,674,0.32178747639482
16417,714,-0.0613334739734541
16432,20834,0.799676933300243
16505,475,0.719627228284885
16548,589,0.839453245207298
16555,21838,0.646558320897168
16600,20906,0.488409470451153
16644,7070,0.166060795800567
16678,21068,0.605372871258045
17005,21185,0.723332839005851
17073,677,0.290007711424749
17137,676,0.166575195457097
17144,20798,0.461457157352919
17444,6653,0.613557928739893
17478,21179,0.680523764703501
17523,21648,0.251391087543037
17671,5977,0.473619302814611
